Date,High,Low,Open,Close,Volume,Adj Close
2017-10-16,198.0500030517578,193.24000549316406,195.8000030517578,197.92999267578125,14416000.0,196.35745239257812
2017-10-17,198.89999389648438,196.35000610351562,197.08999633789062,197.75,11964900.0,196.1788787841797
2017-10-18,198.13999938964844,193.32000732421875,198.11000061035156,197.5800018310547,14182900.0,196.0102081298828
2017-10-19,198.0,192.4499969482422,194.44000244140625,197.8000030517578,14269300.0,196.2284698486328
2017-10-20,199.58999633789062,196.5399932861328,198.49000549316406,196.89999389648438,11290500.0,195.3356170654297
2017-10-23,198.85000610351562,195.8000030517578,197.77999877929688,196.6199951171875,10717400.0,195.057861328125
2017-10-24,198.75,195.94000244140625,196.99000549316406,198.67999267578125,10181100.0,197.1014862060547
2017-10-25,199.22000122070312,191.1699981689453,197.0800018310547,193.66000366210938,20704000.0,192.1213836669922
2017-10-26,196.16000366210938,193.80999755859375,194.77999877929688,195.69000244140625,8068600.0,194.13525390625
2017-10-27,201.8699951171875,196.75,197.8000030517578,201.86000061035156,14304800.0,200.2562255859375
2017-10-30,206.08999633789062,201.22000122070312,201.86000061035156,203.83999633789062,12601400.0,202.22048950195312
2017-10-31,207.88999938964844,204.89999389648438,205.1300048828125,206.80999755859375,10297700.0,205.16688537597656
2017-11-01,209.97000122070312,204.60000610351562,209.35000610351562,207.1999969482422,12564400.0,205.5537872314453
2017-11-02,207.80999755859375,203.64999389648438,206.0,205.94000244140625,8557700.0,204.30381774902344
2017-11-03,208.69000244140625,205.33999633789062,207.1999969482422,208.69000244140625,8841000.0,207.03195190429688
2017-11-06,209.97999572753906,206.6999969482422,207.1999969482422,209.6300048828125,9748600.0,207.96450805664062
2017-11-07,212.89999389648438,210.05999755859375,210.5500030517578,212.02999877929688,10692500.0,210.3453826904297
2017-11-08,212.0,207.24000549316406,211.85000610351562,209.16000366210938,13074700.0,207.49822998046875
2017-11-09,206.3300018310547,200.3699951171875,205.27000427246094,205.32000732421875,24464100.0,203.68875122070312
2017-11-10,218.6699981689453,211.6300048828125,213.0800018310547,216.13999938964844,31331400.0,214.4227752685547
2017-11-13,217.1699981689453,212.00999450683594,216.13999938964844,212.6300048828125,14559400.0,210.94068908691406
2017-11-14,214.8000030517578,211.22999572753906,213.0,214.17999267578125,13232300.0,212.47836303710938
2017-11-15,212.0,207.8000030517578,211.9499969482422,209.97999572753906,12548700.0,208.3116912841797
2017-11-16,214.1999969482422,211.25,212.97999572753906,211.61000061035156,11044200.0,209.92877197265625
2017-11-17,215.35000610351562,210.75,213.9199981689453,211.36000061035156,12891600.0,209.6807403564453
2017-11-20,214.57000732421875,210.5,211.99000549316406,214.0800018310547,9902500.0,212.37913513183594
2017-11-21,216.52000427246094,214.39999389648438,215.69000244140625,216.0500030517578,9979400.0,214.33349609375
2017-11-22,217.0,213.61000061035156,217.0,214.92999267578125,8916000.0,213.3705291748047
2017-11-24,217.0,214.60000610351562,215.58999633789062,216.9600067138672,4518800.0,215.3857879638672
2017-11-27,217.36000061035156,214.00999450683594,217.30999755859375,214.13999938964844,10572400.0,212.58627319335938
2017-11-28,214.72999572753906,208.24000549316406,214.35000610351562,210.7100067138672,12818800.0,209.18116760253906
2017-11-29,210.1199951171875,191.22999572753906,210.00999450683594,196.4199981689453,34919700.0,194.99484252929688
2017-11-30,202.67999267578125,196.64999389648438,199.1999969482422,200.7100067138672,20594200.0,199.2537384033203
2017-12-01,200.1300048828125,192.47000122070312,199.30999755859375,197.67999267578125,20288700.0,196.24569702148438
2017-12-04,200.3000030517578,184.5,200.0500030517578,186.66000366210938,31021100.0,185.30563354492188
2017-12-05,192.6999969482422,180.5800018310547,182.39999389648438,187.74000549316406,24537200.0,186.3778076171875
2017-12-06,190.13999938964844,184.83999633789062,185.6999969482422,189.25999450683594,11675800.0,187.88677978515625
2017-12-07,193.60000610351562,190.1199951171875,191.9600067138672,191.99000549316406,13565000.0,190.5969696044922
2017-12-08,194.77999877929688,191.14999389648438,194.00999450683594,191.49000549316406,11671900.0,190.10060119628906
2017-12-11,194.77999877929688,191.4199981689453,192.05999755859375,194.66000366210938,9318700.0,193.24758911132812
2017-12-12,193.83999633789062,189.88999938964844,192.89999389648438,190.83999633789062,11375400.0,189.455322265625
2017-12-13,192.5500030517578,185.8800048828125,192.5,186.17999267578125,13857000.0,184.8291473388672
2017-12-14,189.33999633789062,184.60000610351562,185.9199981689453,186.47000122070312,10954100.0,185.11700439453125
2017-12-15,192.3800048828125,185.6199951171875,188.25,191.55999755859375,16750900.0,190.17010498046875
2017-12-18,198.02000427246094,192.0,193.1999969482422,197.89999389648438,11942600.0,196.46409606933594
2017-12-19,197.72999572753906,194.9600067138672,197.52000427246094,196.11000061035156,9327500.0,194.68707275390625
2017-12-20,198.07000732421875,194.5500030517578,197.6999969482422,196.8000030517578,7220500.0,195.3720703125
2017-12-21,197.9499969482422,195.5500030517578,196.94000244140625,195.88999938964844,7522600.0,194.46864318847656
2017-12-22,195.64999389648438,191.25,194.39999389648438,195.27000427246094,11656900.0,193.85317993164062
2017-12-26,197.75,191.82000732421875,193.02999877929688,197.44000244140625,8877000.0,196.00743103027344
2017-12-27,199.97000122070312,196.30999755859375,196.89999389648438,197.1699981689453,8237200.0,195.73939514160156
2017-12-28,199.3800048828125,197.14999389648438,198.1300048828125,197.39999389648438,6006200.0,195.9677276611328
2017-12-29,198.4600067138672,193.5,198.4600067138672,193.5,6999100.0,192.0960235595703
